Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Coverage (%) 11,Coverage (%) 12,Coverage (%) 16,Coverage (%) 17,Coverage (%) 18,Coverage (%) 19,Coverage (%) 21,Coverage (%) 22,Coverage (%) 23,Area 4,Area 5,Area 6,Area 7,Area 8,Area 9,Area 11,Area 12,Area 16,Area 17,Area 18,Area 19,Area 21,Area 22,Area 23,#Peptides,#Unique,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,#Spec 11,#Spec 12,#Spec 16,#Spec 17,#Spec 18,#Spec 19,#Spec 21,#Spec 22,#Spec 23,PTM,Avg. Mass,Description
54,112,P12111|CO6A3_HUMAN,628.44,56,14,13,36,23,22,42,3,30,29,47,39,15,12,4,20,1.1861E5,4.1423E4,6.6504E5,2.3791E5,1.7312E5,1.8507E6,6.7897E3,5.2324E5,3.9987E5,2.9131E6,1.4627E6,1.066E5,1.0217E5,5.2072E3,2.0369E5,143,143,136,124,537,287,256,991,22,487,420,1195,890,180,143,21,240,Carbamidomethylation; Oxidation (M); Deamidation (NQ),343668,Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5
30,52,P02675|FIBB_HUMAN,625.65,76,72,73,73,73,74,61,72,60,70,73,72,74,72,63,64,1.1257E6,4.9629E6,1.9375E6,1.6273E6,2.4922E6,1.8488E6,1.5853E6,1.3506E6,7.3788E5,3.0124E6,7.8523E5,1.8952E6,1.2789E6,2.6889E6,7.75E5,45,45,589,1360,703,618,879,695,695,492,455,903,605,679,578,788,370,Carbamidomethylation; Oxidation (M); Deamidation (NQ),55928,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2
6,7,P0DOX5|IGG1_HUMAN,609.31,76,65,61,65,68,66,61,64,67,61,64,68,64,65,65,69,1.0116E7,8.0162E6,1.0166E7,1.5644E7,8.1948E6,3.0289E6,6.7487E6,3.5959E6,1.0928E7,1.1355E7,3.9563E6,7.6232E6,6.2344E6,6.9976E6,1.3336E7,28,17,1957,1617,1789,2385,1718,847,1502,1089,2054,1950,1290,1754,1452,1269,2878,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49329,Immunoglobulin gamma-1 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2
91,26,Q15149|PLEC_HUMAN,608.73,44,16,21,38,22,1,11,7,16,2,22,30,13,2,6,20,1.1943E5,1.6981E5,7.4566E5,2.3063E5,4.7854E2,7.8293E4,3.1563E4,1.0468E5,1.5293E4,2.0435E5,2.9542E5,5.7069E4,7.2736E3,2.8324E4,1.8867E5,172,172,221,336,752,391,4,176,85,236,26,342,497,145,19,70,280,Carbamidomethylation; Deamidation (NQ),531796,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3
26,99,P08603|CFAH_HUMAN,608.66,71,59,70,64,66,69,46,61,46,56,65,44,62,56,45,70,9.6358E5,3.6182E6,1.6078E6,2.402E6,1.5293E6,1.1159E6,8.6128E5,1.1581E6,2.796E5,2.6233E6,4.5481E5,5.1134E5,5.883E5,1.7593E6,2.6141E6,79,67,630,1424,816,1090,1063,733,720,616,307,1110,386,541,459,729,1166,Carbamidomethylation; Oxidation (M); Deamidation (NQ),139096,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4
17,4,P08670|VIME_HUMAN,606.55,90,71,85,83,78,83,86,78,87,65,87,87,84,74,83,88,5.61E5,3.1928E6,1.6038E7,3.5414E6,1.3512E6,3.4759E6,6.9577E5,2.9549E6,4.3909E5,1.6302E7,7.5872E6,1.9125E6,4.7652E5,5.5552E5,5.5977E6,71,65,390,1020,3056,1085,652,1087,375,1121,347,3209,2197,855,308,322,1788,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53652,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4
25,62,Q14624|ITIH4_HUMAN,596.60,61,55,53,53,51,59,54,56,57,51,52,46,54,56,59,45,2.1426E6,2.6657E6,1.7956E6,3.0284E6,6.2221E6,1.5911E6,3.7468E6,4.4498E6,2.3806E6,1.6125E6,1.5984E6,2.6972E6,3.1628E6,5.786E6,1.0765E6,59,59,678,844,616,935,1358,574,1009,1187,737,563,590,834,950,1251,383,Carbamidomethylation; Oxidation (M); Deamidation (NQ),103357,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4
39,129,P10643|CO7_HUMAN,596.10,65,41,63,38,47,65,47,65,44,38,47,39,63,59,46,48,1.0659E5,3.5243E6,1.781E5,9.0174E5,7.5888E6,3.6413E6,4.5664E6,2.1049E6,1.2045E5,3.7155E5,2.5338E5,1.8653E6,2.5115E6,2.3389E6,5.7726E5,55,55,121,963,122,340,1546,817,1171,607,140,207,174,601,803,588,295,Carbamidomethylation; Oxidation (M); Deamidation (NQ),93518,Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2
43,121,P19827|ITIH1_HUMAN,592.32,55,47,50,48,44,52,48,50,51,49,48,47,52,45,49,49,2.3483E6,4.6999E5,2.5738E6,8.3027E5,3.9619E5,9.0843E5,3.0628E5,1.3296E6,4.0258E6,4.7092E6,1.1915E6,2.2977E5,2.5672E5,5.8714E5,1.0503E6,38,38,825,287,750,376,274,514,262,534,1073,1237,539,256,273,321,509,Carbamidomethylation; Oxidation (M); Deamidation (NQ),101389,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3
55,27,P07358|CO8B_HUMAN,590.98,70,36,67,36,60,65,47,64,41,37,40,35,70,57,42,53,1.206E5,2.4291E6,1.2023E5,5.4061E5,4.0423E6,2.118E6,2.8651E6,1.4938E6,9.514E4,2.2289E5,2.1814E5,1.0517E6,1.6395E6,2.1017E6,6.3231E5,44,44,124,626,120,283,939,380,826,370,134,175,171,410,529,453,290,Carbamidomethylation; Oxidation (M); Deamidation (NQ),67047,Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3
66,157,P21333|FLNA_HUMAN,587.59,49,35,34,38,39,12,36,32,27,8,21,39,44,41,10,33,3.4667E5,2.5794E5,4.0345E5,3.662E5,2.7399E4,3.1617E5,2.1785E5,1.4072E5,2.58E4,1.1183E5,2.9575E5,3.9952E5,6.6941E5,2.8626E4,3.1952E5,102,97,374,349,478,440,89,422,352,309,54,198,410,386,616,77,412,Carbamidomethylation; Oxidation (M); Deamidation (NQ),280737,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
24,122,P02790|HEMO_HUMAN,586.32,76,75,66,71,70,72,54,70,50,76,71,48,67,65,52,68,7.3507E6,2.2686E6,4.9557E6,3.863E6,2.4819E6,1.3165E6,3.2851E6,1.344E6,7.1301E6,4.5445E6,1.3761E6,1.4882E6,1.5978E6,2.2541E6,2.4496E6,45,45,1419,760,1209,934,785,597,804,697,1574,1165,574,585,628,770,839,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51676,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
11,550,P69905|HBA_HUMAN,584.83,100,92,99,93,95,92,95,99,98,92,93,98,93,100,92,96,3.9295E6,2.1195E7,1.2341E7,1.6195E7,6.1232E6,9.1191E6,2.5423E7,1.5431E7,1.0541E6,1.0371E6,1.2182E7,7.5416E6,2.2817E7,3.4867E6,2.5243E7,24,24,561,2084,1108,1951,796,961,2486,1808,261,252,1879,1373,2819,1036,2354,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),15258,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2
34,21,P00450|CERU_HUMAN,584.17,77,69,65,71,57,71,52,57,56,63,72,58,69,61,63,61,2.1777E6,1.074E6,2.5951E6,1.6784E6,1.6017E6,5.2015E5,8.8392E5,1.328E6,1.6411E6,2.2611E6,1.1397E6,8.1007E5,9.3077E5,2.4968E6,1.6463E6,65,65,825,527,812,715,738,367,523,519,681,806,575,511,507,854,581,Carbamidomethylation; Oxidation (M); Deamidation (NQ),122205,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1
38,149,P02671|FIBA_HUMAN,584.10,61,45,50,47,41,52,45,49,45,49,51,35,47,58,46,37,1.0753E6,4.5882E6,1.5052E6,1.5176E6,2.474E6,2.3544E6,2.3792E6,1.8251E6,1.143E6,2.2201E6,8.5304E5,1.5609E6,3.9522E6,3.4836E6,9.1421E5,57,57,349,951,403,502,721,670,701,483,437,546,292,468,979,840,327,Carbamidomethylation; Oxidation (M); Deamidation (NQ),94973,Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
8,551,P68871|HBB_HUMAN,579.53,100,95,97,95,96,95,95,100,97,89,95,97,95,97,95,97,1.7784E6,3.2569E6,7.1905E6,5.1441E6,3.1322E6,4.6639E6,1.0673E7,3.8228E6,6.2507E5,4.9036E5,6.9486E6,4.3014E6,1.133E7,8.2458E5,1.1201E7,27,18,637,1978,1270,2003,1033,1467,3015,1854,344,304,1564,1681,3476,539,2483,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),15998,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
53,58,Q15063|POSTN_HUMAN,577.55,66,50,35,60,56,3,54,33,50,51,55,63,7,27,3,53,5.3282E5,8.5228E4,3.9728E6,6.5798E5,6.8607E3,1.1728E6,5.7076E4,9.5725E5,2.9127E5,1.7455E6,3.5198E6,5.8795E3,2.9128E4,2.5163E2,5.0651E5,57,57,293,121,1190,409,10,643,122,489,238,727,1296,17,93,4,338,Carbamidomethylation; Oxidation (M); Deamidation (NQ),93314,Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2
48,55,P00747|PLMN_HUMAN,576.01,74,70,68,66,70,69,49,68,45,62,63,62,69,64,40,66,1.9433E6,8.3822E5,1.2465E6,1.4647E6,1.5417E6,8.2793E5,1.2417E6,5.3926E5,5.8948E5,1.241E6,1.0361E6,1.0739E6,1.1331E6,5.5883E5,1.4292E6,61,61,678,434,542,654,633,320,504,234,398,525,465,461,394,247,548,Carbamidomethylation; Oxidation (M); Deamidation (NQ),90569,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
15,45,P01009|A1AT_HUMAN,574.29,79,71,64,78,68,79,78,76,72,77,77,76,75,66,70,69,6.3637E6,2.1718E6,6.0171E6,5.6039E6,7.7609E6,3.3109E6,4.5389E6,5.1236E6,5.471E6,5.7197E6,5.9857E6,3.328E6,2.2296E6,6.1003E6,3.7308E6,51,51,1558,740,1517,1270,1982,996,1210,1356,1649,1506,1670,1087,765,1709,991,Carbamidomethylation; Oxidation (M); Deamidation (NQ),46737,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
51,106,P04264|K2C1_HUMAN,573.75,75,51,66,47,58,60,56,56,50,60,53,41,57,47,57,53,4.2241E5,2.3378E6,8.0229E5,1.6568E6,1.9458E6,9.5395E5,8.7766E5,6.6958E5,2.1566E6,8.1931E5,3.9932E5,6.6467E5,5.7395E5,6.4349E5,7.2847E5,53,48,300,711,369,544,659,401,377,322,763,396,250,340,290,304,395,Carbamidomethylation; Oxidation (M); Deamidation (NQ),66039,Keratin  type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6
113,95,Q9Y490|TLN1_HUMAN,570.10,49,9,24,22,35,10,19,20,14,3,19,22,43,35,5,20,2.1273E4,1.2809E5,1.282E5,2.3587E5,2.7819E4,7.856E4,9.544E4,4.2513E4,4.0245E3,1.127E5,1.1384E5,4.1741E5,3.0861E5,1.815E4,1.1524E5,82,74,55,197,210,297,68,185,184,93,14,200,190,398,375,35,166,Carbamidomethylation; Oxidation (M); Deamidation (NQ),269765,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3
33,56,P02748|CO9_HUMAN,566.54,77,30,70,37,60,74,47,68,41,30,44,43,72,57,51,45,2.6046E5,6.7453E6,4.4311E5,2.5796E6,8.5949E6,7.0134E6,5.6479E6,4.59E6,3.673E5,7.3624E5,1.1369E6,3.7062E6,4.4698E6,6.7446E6,1.9321E6,52,52,138,998,165,483,1493,1094,931,726,194,222,342,726,720,984,340,Carbamidomethylation; Oxidation (M); Deamidation (NQ),63173,Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2
44,69,P13671|CO6_HUMAN,562.82,64,18,57,21,43,64,39,61,29,19,22,15,56,61,38,44,3.1634E4,2.2003E6,5.7424E4,4.8289E5,4.3744E6,2.8862E6,3.4657E6,1.5414E6,2.958E4,7.7986E4,4.7188E4,1.069E6,2.2219E6,1.529E6,6.6005E5,57,57,85,838,110,344,1341,840,1149,560,81,120,60,473,800,555,403,Carbamidomethylation; Oxidation (M); Deamidation (NQ),104786,Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3
59,5,P12814|ACTN1_HUMAN,560.79,82,36,47,79,66,40,68,58,62,6,78,78,75,64,21,73,4.9208E4,8.181E4,6.4712E5,2.8404E5,3.361E4,2.4979E5,1.1593E5,1.9282E5,1.0216E3,6.4403E5,5.9077E5,3.2357E5,1.6671E5,1.0701E4,3.3769E5,73,48,199,211,783,458,176,465,286,352,25,683,673,446,359,66,508,Carbamidomethylation; Oxidation (M); Deamidation (NQ),103058,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2
76,197,P13611|CSPG2_HUMAN,555.05,15,11,5,13,9,6,10,6,9,15,14,11,3,4,1,10,7.6948E5,4.1516E4,2.0974E6,4.6085E5,4.9028E4,1.3578E6,2.4118E4,6.8097E5,2.3034E6,3.2075E6,2.0735E6,1.5886E4,2.1928E4,6.6937E3,4.7539E5,43,43,370,63,591,216,59,387,62,285,673,791,551,18,50,5,275,Carbamidomethylation; Oxidation (M); Deamidation (NQ),372821,Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3
104,57,Q00610|CLH1_HUMAN,551.85,60,2,31,48,29,7,5,11,19,0,41,34,41,5,13,43,2.9235E3,2.0446E5,7.8353E5,2.0786E5,1.2003E4,8.8567E3,1.5992E4,9.7831E4,,4.2612E5,3.2084E5,2.1311E5,7.324E3,3.912E4,5.2718E5,77,77,21,241,576,297,45,32,58,131,0,427,336,288,26,93,418,Carbamidomethylation; Oxidation (M); Deamidation (NQ),191613,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5
10,66,P10909|CLUS_HUMAN,547.96,66,49,63,43,56,63,59,59,61,53,54,43,57,59,60,52,1.2233E6,1.6687E7,1.3975E6,7.8652E6,2.0767E7,1.5951E7,1.1876E7,1.4831E7,2.1636E6,2.9713E6,2.6628E6,8.0044E6,7.9603E6,2.0228E7,4.6153E6,39,39,446,2128,494,1488,2546,2180,1881,2093,650,781,790,1410,1420,2551,1014,Carbamidomethylation; Oxidation (M); Deamidation (NQ),52495,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
69,49,O43707|ACTN4_HUMAN,542.08,75,38,36,73,60,24,67,34,56,3,68,64,59,36,13,68,3.868E4,1.7002E4,4.4166E5,1.9133E5,6.4948E3,2.6209E5,1.0093E4,1.5943E5,,3.2274E5,3.5578E5,4.9291E4,1.9267E4,2.9329E2,2.7336E5,62,36,202,148,706,420,116,499,149,390,13,590,632,300,195,46,448,Carbamidomethylation; Oxidation (M); Deamidation (NQ),104854,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
16,355,P01859|IGHG2_HUMAN,539.50,85,68,77,48,77,77,76,78,69,78,78,76,85,78,77,78,8.9962E6,3.9411E6,5.4322E6,1.7596E6,4.0621E6,1.2768E6,2.9873E6,1.7982E6,8.4363E6,6.9941E6,1.9354E6,3.3947E6,2.8237E6,1.6997E6,3.5237E6,22,10,1928,1410,1432,1040,1346,665,1263,935,1880,1768,1035,1358,1186,757,1432,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),35901,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
93,172,P23142|FBLN1_HUMAN,538.18,46,30,43,34,43,46,24,38,29,30,42,25,35,40,36,34,9.9318E4,1.5021E6,5.8198E5,1.363E6,2.2443E6,3.5652E5,5.61E5,8.783E5,1.651E5,8.9043E5,2.5781E5,4.4649E5,7.261E5,1.2536E6,4.8968E5,30,30,66,352,199,344,516,154,219,275,99,255,159,194,269,305,151,Carbamidomethylation; Oxidation (M); Deamidation (NQ),77214,Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4
50,135,P00734|THRB_HUMAN,537.08,64,51,51,43,56,58,35,60,39,52,48,45,59,59,41,53,4.5209E5,4.7254E5,4.3574E5,1.1133E6,2.4042E6,3.5735E5,2.1105E6,5.6264E5,1.3553E6,2.8629E5,8.7092E5,1.8493E6,3.032E6,4.1042E5,1.0755E6,42,42,306,270,239,484,704,160,861,222,607,183,338,641,943,204,414,Carbamidomethylation; Oxidation (M); Deamidation (NQ),70037,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2
78,51,P18206|VINC_HUMAN,533.22,64,63,21,49,45,22,46,43,42,55,47,50,50,46,6,43,9.8189E5,4.5319E4,5.0634E5,3.0922E5,4.8497E4,4.5823E5,3.336E5,2.7789E5,5.1372E5,3.6314E5,4.7498E5,2.8759E5,4.089E5,2.02E3,3.017E5,62,62,558,96,384,290,88,337,280,263,457,316,388,250,329,8,279,Carbamidomethylation; Oxidation (M); Deamidation (NQ),123799,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4
37,23,P06727|APOA4_HUMAN,530.24,73,68,65,65,67,70,70,70,67,70,68,70,65,67,70,67,3.2269E6,1.6942E6,1.0754E6,1.7089E6,2.6459E6,4.5773E6,2.8854E6,1.3501E6,2.5978E6,1.5759E6,2.3715E6,2.1439E6,2.5911E6,2.4095E6,1.2953E6,56,56,794,468,378,451,677,955,670,442,690,430,652,514,680,589,366,Oxidation (M); Deamidation (NQ),45372,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=4
57,94,P06396|GELS_HUMAN,522.13,69,57,58,59,57,41,57,48,54,47,55,60,62,43,43,55,2.8931E6,8.3807E5,2.1474E6,8.5204E5,2.0121E5,7.8459E5,6.6291E5,9.2806E5,1.3308E6,1.8291E6,1.4841E6,4.0744E5,5.0893E5,9.3968E5,1.131E6,36,36,702,368,572,328,151,337,289,373,430,504,505,254,228,380,365,Carbamidomethylation; Oxidation (M); Deamidation (NQ),85697,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1
42,361,P02765|FETUA_HUMAN,522.12,63,58,42,61,54,54,43,58,54,50,54,58,56,61,42,54,2.5763E6,5.227E5,1.5253E6,1.563E6,2.4134E6,5.0219E5,4.0763E6,1.455E6,2.9928E6,1.4725E6,6.9829E6,2.6257E6,4.1532E6,8.6787E5,3.8861E6,20,20,531,206,428,364,587,221,907,432,695,338,1109,692,924,216,604,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39341,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2
20,1,P02647|APOA1_HUMAN,519.49,82,80,76,76,76,76,82,76,76,76,79,80,76,76,80,76,8.5455E6,6.2444E6,1.1253E7,8.8468E6,8.4511E6,9.3283E6,5.2829E6,6.179E6,6.4291E6,1.0439E7,1.2329E7,6.2248E6,4.1267E6,1.0891E7,7.2974E6,48,48,1122,808,1188,1021,994,1242,773,791,986,1115,1641,880,606,1063,830,Oxidation (M); Deamidation (NQ),30778,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1
220,33,Q13813|SPTN1_HUMAN,519.06,42,1,1,31,2,0,4,0,6,0,36,28,1,0,0,5,9.6665E2,3.0315E3,2.5011E5,3.7323E3,,1.1281E4,,1.6612E4,,3.3383E5,1.7613E5,9.8768E2,,,2.5238E4,88,88,6,10,327,11,0,21,0,38,0,403,231,10,0,0,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ),284538,Spectrin alpha chain  non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3
83,164,P13645|K1C10_HUMAN,518.62,63,57,63,48,58,61,54,61,58,63,44,53,61,60,34,48,1.962E5,7.9303E5,2.6709E5,6.0212E5,6.9113E5,1.6293E5,5.1481E5,2.0433E5,6.6995E5,1.1024E5,1.4943E5,2.3281E5,2.9991E5,1.2443E5,3.8306E5,37,30,207,406,237,350,438,218,329,182,404,121,177,242,282,129,246,Carbamidomethylation; Oxidation (M); Deamidation (NQ),58827,Keratin  type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6
